Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
kvsvenky100,What do you mean by jm and sd?,"Jul 16, 2024 at 11:25 PM",,2599031,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1020,1,2024-10-05T06:48:23.124780Z,1014,2.866,no enough information,2024-10-05T06:48:23.124780Z,5
ambivalent_thespian,"I objectively know that I have people who would care if I wasn't here anymore. I live with my parents, and they do feel somewhat of a desire to care for me. My little brother is autistic, so I doubt he'd understand the concept of grief, which isn't really his fault at all.

I have a best friend, and we're still in regular contact. I could text her right now even because I know she's still up. She works at a restaurant on the weekends and her boyfriend is a pissbaby but I'll tolerate him to keep her happy.

I might be getting back with my ex girlfriend. We have a date planned for this Saturday. We're going to the aquarium because I felt jealous of some classmates who went without me back in June. She's really pretty but she's kind of awkward on phone calls.

We're in the digital age, and I'm a ""photogenic white girl"". I'm only 18, still a child in the eyes of some. It would be considered a tragedy instead of an inevitability. People would bring casseroles to my mother and my brother would forever be known as ""the kid whose sister killed herself"".

I read on here all the time about people who experienced homelessness. Who are estranged from their family. Going through marital problems. Those without the resources to receive proper help and even if they did, they lack a support system to help them follow through with their better habits, so they worry (or know) that they'll just fall back into the darkness.

People would cry at my hospital bed and I would tell them to leave.

Mounds and mounds of self hatred engulf me because I would actually rather die before I have an open and honest conversation with my mother about my 'feelings' or whatever. Or my father, grandmother, aunts, uncles, cousins and all those in between.

There are people whose parents aren't around anymore, or who can't contact them for fear of their own safety. And here I am being a little bitch about talking to mine.

People would kill for the life I have and I want to die living in mine.

I can objectively say that I have admirable traits. I think everyone does, even if you can't see them. Even if the bad outweighs the good. I can list things I admire about people whom I never wish to speak to again. People call me pretty and I don't think they're lying. People call me smart, funny, talented, thoughtful, kind, any and all of the above. Jack off to my instagram, why dontcha? Who fucking cared if I was 18 or 8 in those pictures?

I have everything I've ever wanted and I'm miserable!


I don't see myself as a virtuous person, I view myself as someone who just has some decency. A good person could never be anything like me and I can never figure out why.

The bar for being good is set so low these days that anyone who isn't an outright criminal might as well be nominated for sainthood.

I'm bad because I'm fucked in the head and I always have been. I'm bad because I'm a self entitled bitch. I'm bad because most religions fucking despise me. I'm bad because of things I can and cannot control.

I'm bad because a good person wouldn't keep staying in these bad situations when the way out is so goddamn simple.

I have a support system that I will not seek support from. I've never seen an adult psychologist and why even bother trying? The child ones were sucky enough to turn me off for life.

Am I gone too soon or did I remain too long? Can you prevent a chosen fate? Can a remedy be a tragedy if you don't believe that the end justifies the means?

And to what end?","Jul 16, 2024 at 10:36 PM",,2598985,Objectives and Subjectives,,,,,,,,1021,1,2024-10-05T06:49:50.142210Z,1015,86.316,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-05T06:49:50.142210Z,1
Topacio,"I have thought about it several times and I have come to the conclusion that the problem is life as such, if not existence.

Even having everything you can have, any comfort you can imagine. Something.... doesn't fit. It's a feeling of not belonging, something that makes everything the same.

A discomfort that only grows more and more.","Jul 16, 2024 at 11:20 PM",2598985,2599025,Objectives and Subjectives,,,,,,,,1022,1,2024-10-05T06:50:03.697186Z,1016,12.845,no enough information,2024-10-05T06:50:03.697186Z,5
CTB Dream,"This Injury damage unq this all unvrs ,8 bil 0 same","Jul 16, 2024 at 10:21 PM",,2598975,Me only,,,,,,,,1023,1,2024-10-05T06:50:13.290773Z,1017,09.01,no enough information,2024-10-05T06:50:13.290773Z,5
annointed_towers,"I know how you feel. I'm one of 8 billion people, too","Jul 16, 2024 at 10:41 PM",,2598991,Me only,,,,,,,,1024,1,2024-10-05T06:50:19.854976Z,1018,5.92,no enough information,2024-10-05T06:50:19.854976Z,5
_AllCatsAreGrey_,"A philosopher I like focused on the ambiguity of life. She pointed out the hard contrast between having the unique taste of our own mouths (our unique subjectivity) and also understanding ourselves also as an object to be crushed by the world (our objectivity).

In that we can understand our shared objectivity, but we'll never understand our unique subjectivity. @CTB Dream I'm happy to know you in the little way I can. I'm sad that we'll never be able to really know and understand each other.","Jul 16, 2024 at 10:44 PM",,2598995,Me only,,,,,,,,1025,1,2024-10-05T06:50:49.181435Z,1019,28.695,no enough information,2024-10-05T06:50:49.181435Z,5
Sulyya,"Not only are we all alone in our own minds but I'm sorry about your injury, making it even more lonely. You're appreciated here.","Jul 16, 2024 at 11:10 PM",,2599021,Me only,,,,,,,,1026,1,2024-10-05T06:50:57.953337Z,1020,8.138,supportive,2024-10-05T06:50:57.953337Z,5
SilverTiger,"Hello SaSu.

It has been one month since I have even looked at this site, this month has been exceptionally hard, I've got borderline personality disorder and each of the four weeks of this month I have had multiple episodes... I'm male and 26 for context.

I met someone on 4chan, talking about firearms and added him on discord at the start of the month, I have done quite odd sexual things with him, multiple times this month I have went on calls / text with him and ended up crying and screaming and begging for him to save me from myself. He had an ex with BPD so knows how to deal with me, but he has become my favourite person. I mean this when I say it, I truly believe it, I think he is god's gift to me, I basically made him my boyfriend, but I am paranoid he is going to abandon me, even though I now know where he lives, what he looks like and what his full name is. I still feel like he is going to walk away from

I go on alt-chans a lot, and I ended up meeting multiple older men there, where very interested in my self harm, I needed someone to talk to as I felt empty and in my infinite wisdom, I started to cut my wrists, so these older men could use me for sexual gratification, I begged and pleaded for them to stay with me and not toabandon me, as there was warm blood down my arms. I cut quite badly and ended up bleeding all over my shirts and desk so these men wouldn't leave me, but all three ended up ignoring me after finishing.

I went out with my Ph.D. supervisor, (no fault to him, hes a fantastic man) and he kept getting me ciders as I never had one before and it tasted fucking amazing, I kept drinking and drinking and drinking, and he saw my fresh self harm scars, and like a fucking idiot I told him I use to sexually roleplay with when I was 13 with older men over Skype / Omegle and now I am paranoid that he is going to ""care"" and report me for self harm and me being abused as a child, I don't care either of these happened I just didn't want anyone to know.

I was a fucking idiot and also told two friends I had, that I was assaulted as a child, I never wanted this to be found out by my friends, but these two people now know that I am fucked behind repair because of what my family did to me.

I fucked up really badly this month, and have paid the price for it in blood, new scars and letting people know more about me then I ever wanted them to.

Borderline is a person, someone who has known me since I was a child and someone who has his hands around my throat and is squeezing as hard as he can, I am not strong enough to fight him off.

The two people I told about what happened as a child, are now forcing me to go to therapy and get mood stabilizers, but I don't want this, I don't want to be the play thing of some strange psychiatrist woman or man.

4chan has a word for people like me ""BPDemons"" in reference to the damage we cause to others.

This has reinforced my will to die, not just for my sake, friends sake","Jun 30, 2024 at 3:27 PM",,2580524,Borderline and Updates,,,,,,,,1027,1,2024-10-05T06:52:59.769216Z,1021,127.982,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-05T06:53:08.320369Z,1
lharrywheel,i hope that you find your freedom.,"Jul 15, 2024 at 8:45 AM",,2597083,Borderline and Updates,,,,,,,,1028,1,2024-10-05T06:53:14.570977Z,1022,5.235,no enough information,2024-10-05T06:53:14.570977Z,5
helpmecatchthebus,BPD is the worst...,"Jul 16, 2024 at 10:57 PM",,2599011,Borderline and Updates,,,,,,,,1029,1,2024-10-05T06:53:17.327337Z,1023,2.067,no enough information,2024-10-05T06:53:17.327337Z,5
